name,addr
노효숙독서논술,"광주 남구 노대실로 33 (노대동, 송화마을휴먼시아)"
수에듀,"광주 남구 효우로 332-11 (행암동, 효천2지구 중흥S-클래스 아파트)"
이안서가 논술학원,"인천 서구 청라루비로 93 (청라동, 루비타워)"
오산대원초교실,"경기 오산시 오산로50번길 31 (갈곶동, 통문장영어)"
네모논술,"경기 부천시 부흥로 102 (상동, 한아름마을 한국아파트)"
상상논술교실,"서울 강북구 삼양로19길 25 (미아동, 삼성래미안트리베라1차아파트)"
이룸입시논술교실,"경남 양산시 물금읍 백호로 96 (가촌리, 미소프라자)"
뉴턴과학교습소,전남 순천시 왕지로 65 (왕지동)
이선영해법독서교실,경기 양주시 고읍동 455
계양작전,"인천 계양구 도두리로 46 (작전동, 도두리마을동보아파트)"
생각나무교실,"경기 의왕시 갈미로 5 (내손동, 대원칸타빌1단지 상가)"
책과함께교실,"경기 파주시 한빛로 67 (야당동, 한빛마을2단지휴먼빌레이크팰리스)"
동산 반월,"전북 전주시 덕진구 혁신로 655 (여의동, 여의동 영무예다음)"
권영주독서논술교실,"인천 연수구 먼우금로 19 (동춘동, 동남아파트)"
sk해법독서논술,"경기 수원시 장안구 이목로 24 (정자동, 수원에스케이스카이뷰아파트)"
배봉초교실,"서울 동대문구 한천로41길 16-2 (전농동, 전농동다세대)"
베리타스학원,서울 은평구 증산동 209-26
건영3차교실,"서울 노원구 노원로22길 71 (중계동, 건영3차아파트)"
이은영독서논술,"광주 북구 매곡로 90 (매곡동, 매곡동 아남아파트)"
밀양 리베리움,"경남 밀양시 미리벌중앙로3길 46 (삼문동, 삼문동 지엘리베라움)"
양산물금주공5단지교,"경남 양산시 물금읍 새실로 54 (가촌리, 양산신도시엘에이치아파트5단지)"
황세희  해법논술교실,"광주 서구 풍암순환로 68 (풍암동, 현대아파트)"
바우밥스토리,"부산 기장군 정관읍 방곡3로 11 (방곡리, 서희스타힐스)"
대방해법논술,서울 동작구 여의대방로44길 49 (대방동)
소크라테스독서논술,"경기 시흥시 중심상가로 349 (정왕동, 시화유천아파트)"
광주오포교실,경기 광주시 오포읍 수레실길 5 (능평리)
써니 셀파학원,"전남 광양시 사동로 139 (중동, 광양써니밸리아파트)"
영주하망교실,"경북 영주시 번영로102번길 37 (하망동, 우현3차)"
보리소리 독서논술,서울 영등포구 도신로29길 10 (도림동)
민백교실,"경기 안양시 동안구 귀인로 294 (평촌동, 꿈마을건영아파트)"
라엘,서울 금천구 시흥동 936-7
청라 2단지 글숲,인천 서구 청라에메랄드로133번길 14 (청라동)
청라 4단지 가온누리,인천 서구 청라커낼로233번길 7 (청라동)
김포 구래동 마중물 ,"경기 김포시 김포한강4로420번길 19 (구래동, 호반베르디움 더 레이크 5차)"
이룸국어논술,"경남 김해시 분성로 155 (외동, 한국2차아파트)"
동탄에듀벨리교실,"경기 화성시 동탄대로24길 199 (영천동, 동탄 에듀밸리 사랑으로 부영아파트)"
풍기,"충남 아산시 남부로 321-8 (풍기동, 아산아이파크)"
브레인매쓰원당,"충남 당진시 밤절로 42-77 (원당동, 투다리)"
브레인매쓰신평,"충남 당진시 신평면 솔안말길 21 (거산리, 당진 신평 풍림아이원)"
가경비발디,"충북 청주시 흥덕구 서현서로 40 (가경동, 가경한라비발디아파트)"
금정 쌍용교실,경기 군포시 금정동 704
하이엔드신장교실,경기 하남시 하남대로802번길 11 (신장동)
범지기 8단지,"세종특별자치시 달빛로 165 (아름동, 범지기마을 8단지)"
탑스터디아카데미,전남 목포시 신흥로83번길 3 (옥암동)
윤상혁논술교실,광주 서구 풍암동 608-2
중흥교실,"충북 청주시 상당구 단재로 312 (방서동, 방서중흥에스클래스)"
모종 한성2차,"충남 아산시 모종로 22 (모종동, 모종2차한성필하우스)"
교하교실,"경기 파주시 청석로 256 (동패동, 교하일번가빌딩)"
청라1교시 국어학원,"인천 서구 보석로 41 (경서동, 청명프라자2)"
신보람해법독서교실,"경기 의정부시 부용로 174 (신곡동, 상록아이파크)"
관저더샵,"대전 서구 관저서로 19 (관저동, 관저더샵)"
스마트수유교실,"서울 강북구 삼양로99길 33 (수유동, 우이교회 사회교육관)"
유선교실,"경기 구리시 건원대로76번길 134 (인창동, 인창4단지주공아파트)"
복대 해법독서논술교,충북 청주시 흥덕구 증안로 75 (복대동)
가재울뉴턴클럽교실,"서울 서대문구 응암로 28 (북가좌동, 연희한양아파트)"
계산 아이비,인천 계양구 주부토로532번길 20 (계산동)
부개,"인천 부평구 부흥로333번길 19-2 (부평동, 리코팰리스)"
바른해법논술교실,"울산 북구 천곡남로 38 (천곡동, 쌍용아진그린타운4차)"
꿈나래교실,"충남 아산시 온천대로1333번길 10 (방축동, 동아나래2차아파트)"
로고스교실,"경기 고양시 일산동구 중앙로 1124 (백석동, 흰돌마을1단지아파트)"
포항이동 교실,"경북 포항시 북구 대이로176번길 15 (득량동, 경성홈타운1차아파트)"
월산부영1차교실,"경기 남양주시 화도읍 경춘로2290번길 2 (월산리, 남양주월산사랑으로부영1단지)"
행복한논술,"광주 서구 풍암순환로 14 (풍암동, 호반?중흥아파트)"
상하쌍용교실,"경기 용인시 기흥구 중부대로788번길 20 (상하동, 수원동마을 쌍용아파트)"
동일1차 교실,"부산 기장군 정관읍 정관4로 24 (용수리, 정관동일스위트1차)"
화북세일교실,"제주특별자치도 제주시 진서로 20 (화북1동, 천일맨션)"
대치논술,서울 금천구 가산동 237-41
도램국어논술,"세종특별자치시 한누리대로 583 (도담동, 도담센트럴프라자)"
빛가람스마트센터,전남 나주시 우정로 56 (빛가람동)
행복한공부방,"경기 안양시 만안구 충훈로71번길 6 (석수동, 석수아이파크)"
관양공부방,경기 안양시 동안구 관양동 1404-8
HB브레인논술,전남 나주시 그린로 335 (빛가람동)
이촌라임학원,서울 용산구 이촌동 302-94
호원동 백연화해법독,경기 의정부시 호원동 377-1
목3동,서울 양천구 목동 619-4
동2부영3차교실,경기 화성시 동탄대로 198 (산척동)
YBM영어,전남 순천시 연향동 1610-4
엠코애스톤해법논술,"서울 동작구 상도로 346-2 (상도동, 상도엠코타운 애스톤파크)"
평화지곡,"전북 전주시 완산구 구이로 2065 (평화동2가, 영무예다음아파트)"
만점국어교실,대구 수성구 달구벌대로627길 6-27 (매호동)
마.나.암,"인천 연수구 독배로40번길 35 (옥련동, 대명빌딩)"
구리장자초교실,"경기 남양주시 진건읍 진건오남로 100 (용정리, 한신그린아파트)"
리체해법독서논술,"서울 서초구 고무래로 35 (반포동, 반포리체아파트)"
정왕서해해법독서논술,"경기 시흥시 정왕신길로49번길 21 (정왕동, 서해아파트)"
덕의초,서울 구로구 고척동 215-3
해법독서논술 행복한,"경기 부천시 장말로 137 (상동, 사랑마을 청구아파트)"
유니홈스쿨,"경기 안산시 단원구 큰우물길 49 (고잔동, 대동11차아파트)"
베스의문학교실,서울 서대문구 연희로 199 (연희동)
낙성대해법논술,"서울 관악구 낙성대로3길 37 (봉천동, 관악구민종합체육센터)"
청라1단지 자이교실,"인천 서구 청라에메랄드로 30 (청라동, 청라자이)"
이매 마블러스,"경기 성남시 분당구 이매로 51 (이매동, 한라프라자)"
한라동백,"충남 천안시 동남구 서부대로 226-12 (신방동, 한라동백2차아파트)"
강릉내곡,"강원 강릉시 남산초교길 22 (내곡동, 내곡시영아파트)"
해법독서 박영숙,경기 의정부시 신곡동 565-9
목련교실,"경기 안양시 동안구 동안로 102 (호계동, 목련선경아파트)"
허쌤해동공부방교실,경남 양산시 북정로 35 (북정동)
이지 학원,"충북 충주시 중앙탑면 원앙9길 15 (용전리, e편한세상 충주)"
푸르지오 교실,"충북 청주시 흥덕구 2순환로1375번길 20 (가경동, 가경 푸르지오)"
타오름국어논술,"인천 남동구 석산로 135 (간석동, 금호센터프라자)"
산들오스타교실,"경기 고양시 일산서구 하늘마을로 184 (일산동, 현대성우오스타)"
라움독서논술,"대구 달서구 조암남로 10 (월성동, 월성 e-편한세상)"
동일 하이빌 교실,"충북 충주시 염밭로 22 (용산동, 남산동일하이빌)"
토월성원,"경남 창원시 성산구 원이대로 774 (상남동, 성원아파트)"
장항,"충남 서천군 장항읍 신창서로 81 (화천리, 신흥아파트)"
영종 스카이시티 해법,"인천 중구 하늘별빛로 111 (중산동, 스카이시티자이)"
수정교실,서울 노원구 공릉동 392-6
김량장현대교실,"경기 용인시 처인구 백옥대로1068번길 10 (김량장동, 현대아파트)"
금강2차해법독서논술,"경기 화성시 동탄산척로2길 56 (산척동, 동탄호수공원 금강펜테리움 센트럴파크II)"
목감 신안인스빌,"경기 시흥시 목감중앙로 36 (조남동, 신안인스빌)"
동백호수서해교실,"경기 용인시 기흥구 동백7로 56 (동백동, 호수마을서해그랑블)"
강릉 어울림,"강원 강릉시 성덕로 328-9 (입암동, 금호M프라자)"
황쌤독서논술,"대구 달서구 선원남로 99 (이곡동, 한빛마을)"
고성상승학원,경남 고성군 고성읍 중앙로25번길 26 (성내리)
안쌤독서논술,"광주 동구 남문로753번길 20 (학동, 무등산 아이파크)"
책이랑나랑,경기 의정부시 녹양동 380-4
써니티쳐교실,"충북 제천시 죽하로 30 (장락동, 장락주공아파트1단지)"
베스트해법독서논술,"경기 수원시 장안구 정자로42번길 52 (천천동, 비단마을 베스트타운)"
해법독서논술 신도초,"서울 은평구 진관1로 77-8 (진관동, 은평뉴타운 폭포동)"
정정희교실,"경북 김천시 신음새동네길 109 (신음동, 김천신음그린빌)"
양주황영희해법독서,"경기 양주시 고읍남로39번길 84 (광사동, 해동마을 한양수자인)"
대림독서논술,"경기 군포시 고산로 596-15 (산본동, 주몽마을대림아파트)"
해법독서논술 공덕초,서울 마포구 신공덕동 13-2
미키샘교실,"충북 충주시 예성로 401 (연수동, 연수주공4,5단지아파트)"
금강해법독서논술,"경기 시흥시 정왕대로266번길 4 (정왕동, 금강아파트)"
매천휴먼시아교실,"대구 북구 매전로4길 9 (매천동, 매천휴먼시아2단지)"
영월주천교실,강원 영월군 주천면 도천길 16-11 (주천리)
동탄2 포스코에듀타운,"경기 화성시 동탄산척로 93-17 (산척동, 동탄 더샵 레이크에듀타운)"
박쌤국어,"대전 동구 동대전로46번길 30 (신흥동, LH이스트시티1단지)"
가화교실,"부산 기장군 정관읍 구연방곡로 120 (방곡리, 정관 가화만사성 더 테라스 1차)"
강한글교실,"전북 전주시 덕진구 송천3길 55 (송천동1가, 벽산 e리버파크)"
꿈이크는나무,광주 남구 방림로 34 (방림동)
연세YT어학원,"서울 용산구 청파로47길 49 (청파동3가, 캠퍼스프라자)"
마린교실,"부산 해운대구 마린시티2로 2 (우동, 마린파크)"
성성초,충남 천안시 서북구 성성10길 57 (성성동)
멘토스쿨,충남 홍성군 홍성읍 홍장북로 461 (오관리)
역곡동곡초교실,"경기 부천시 지봉로77번길 35 (역곡동, 동부센트레빌1단지아파트)"
연향독서교실,"전남 순천시 연향중앙상가길 41 (연향동, 연향2차현대아파트)"
청라에뜰교실,"인천 서구 청라커낼로 249 (청라동, 동양엔파트)"
송도 하버뷰14단지,"인천 연수구 아트센터대로97번길 76 (송도동, 송도 더샵 하버뷰 14단지)"
하계1차청구교실,"서울 노원구 한글비석로 91 (하계동, 하계1차청구아파트)"
구윌 힐스테이트1,"인천 남동구 구월로 192 (구월동, 힐스테이트롯데캐슬골드1단지아파트)"
책읽는 풍경,경북 경주시 용담로 92 (황성동)
광주태전,"경기 광주시 태전동로 50 (태전동, 힐스테이트 태전)"
청록학원,충남 천안시 서북구 성거읍 봉주로 93 (신월리)
내손대림교실,"경기 의왕시 내손로 70-14 (내손동, 의왕내손이편한세상)"
김샘논술교실,"경기 고양시 일산서구 하이파크로 113 (덕이동, 하이파크시티일산아이파크1단지)"
장안교실,"경기 성남시 분당구 불정로376번길 37 (서현동, 범한프라자)"
동자초교실,서울 광진구 자양동 462-20
온스타토론논술스피치,서울 동작구 대방동 500
동탄나루마을해법독서,"경기 화성시 동탄중앙로 51 (반송동, 동탄나루마을한화꿈에그린아파트)"
가온누리 해법논술,"경기 안산시 단원구 원초로 9 (원곡동, 안산8차푸르지오)"
배곧 한라3차 클래스해법논술,"경기 시흥시 서울대학로 172-20 (정왕동, 한라비발디캠퍼스3차)"
생각자람,서울 구로구 경인로59길 8 (신도림동)
에이블 학원,"경북 구미시 박정희로 90-14 (상모동, 세양청마루아파트)"
해법상암,"서울 마포구 월드컵로42길 12 (상암동, 상암월드컵8단지)"
꿈의 열매 교실,"대구 수성구 달구벌대로 3206 (신매동, 창성빌딩)"
톡톡 공부방,"충북 청주시 흥덕구 덕암로108번길 44 (봉명동, 봉명아이파크)"
달고나 공부방,"충북 청주시 청원구 오창읍 오창중앙로 13 (각리, 우림필유1차아파트)"
동해 I.S논술,"강원 동해시 동해대로 5059 (효가동, 꼬마마을어린이집)"
둥지,"대전 서구 청사로 254 (둔산동, 둥지아파트)"
펜타힐즈교실,경북 경산시 펜타힐즈2로 45 (중산동)
햇살 해법독서논술 ,"충북 충주시 지곡10길 8 (지현동, 지현현대아파트)"
트라 해법,"충남 아산시 탕정면 탕정면로 37 (명암리, 탕정삼성트라팰리스아파트)"
수학더하기,광주 남구 효천2로가길 11 (임암동)
호암해법논술,"서울 관악구 호암로 541 (신림동, 신림태흥아파트)"
한뫼국어,"대구 달서구 상인서로 39 (상인동, 상인동서아파트)"
남도교실,대구 남구 현충로26길 7 (대명동)
사임당교실,부산 금정구 부곡로156번길 26 (부곡동)
골드해법독서논술,광주 광산구 장덕로 143 (수완동)
신우해법독서논술,"경기 수원시 권선구 권중로 82 (권선동, 신우아파트)"
송도 캠퍼스타운 교실,"인천 연수구 송도과학로27번길 55 (송도동, 롯데캐슬 캠퍼스타운)"
논술나무,경남 진주시 상대동 472
강철 무지개교실,"경기 성남시 분당구 미금로 45 (구미동, 진도훼미리프라자)"
생각키움교실,"울산 북구 중산로 47 (중산동, U스타시티일동미라주더스타2단지)"
유천비상,"대구 달성군 화원읍 비슬로539길 17 (구라리, 삼우청솔타운)"
우성독서교실,"전북 전주시 완산구 영경1길 25 (중화산동2가, 우성근영타운)"
푸르지오,"대구 달서구 상화로 235 (상인동, 대구상인푸르지오)"
최강수학과학,울산 울주군 범서읍 구영리 848-2
감삼글터,"대구 달서구 와룡로 143 (감삼동, 우방드림시티아파트)"
우리유치원교실,"서울 노원구 한글비석로 281 (중계동, 우리유치원)"
박샘토론논술,"광주 남구 광복마을4길 9 (진월동, 한신1차아파트)"
번동신원교실,서울 강북구 번동 204
청산학원,"대구 수성구 달구벌대로 2489 (범어동, 범어동합동빌딩)"
양덕메트로시티,"경남 창원시 마산회원구 양덕서로 30 (양덕동, 메트로시티)"
반림현대2차,"경남 창원시 성산구 반송로 177 (반림동, 현대아파트)"
송악이편한,"충남 당진시 송악읍 반촌로 103 (가학리, 송악e편한세상)"
 정관 롯데 교실,"부산 기장군 정관읍 정관3로 51 (모전리, 정관롯데캐슬2차)"
유클리드,"충남 아산시 배방읍 북수로 116 (북수리, 배방자이2 북수마을)"
김선희해법독서,경기 의정부시 민락동 550-4
임윤순,경기 의정부시 용현동 46
이정우 옥계교실,"경북 구미시 옥계북로 33 (옥계동, 삼구트리니엔)"
일동 가온누리,경기 안산시 상록구 도매시장로4길 15 (일동)
아미국어논술,"경기 의왕시 포일로 43 (내손동, 대림프라자)"
강북교실,"대구 북구 구암서로 70 (구암동, 그린빌2차)"
독서의 달인,경기 동두천시 지행동 719-1
더키즈아트논술,부산 북구 만덕1로 53 (만덕동)
김포 구래,"경기 김포시 김포한강4로 564 (구래동, LH 한가람마을 2단지)"
풍림교실,"경북 구미시 형곡로 109 (형곡동, 풍림2차아파트)"
석적우방교실,"경북 칠곡군 석적읍 석적로 955-19 (남율리, 우방신천지아파트)"
박은숙,"대전 중구 태평로 35 (태평동, 버드내마을아파트2단지)"
역북푸르지오교실,"경기 용인시 처인구 명지로40번길 35-16 (역북동, 역북지웰푸르지오)"
연수 영남해법교실,"인천 연수구 새말로 111 (연수동, 영남아파트)"
도화SOS학원,서울 마포구 도화동 153
경주 책읽는교실,경북 경주시 안강읍 구부랑4길 24-10 (산대리)
한쌤수학교실,"전남 순천시 서면 강청길 82 (선평리, 순천 라송 센트럴카운티)"
책으로 크는 아이들,충북 청주시 청원구 공항로150번길 125 (율량동)
지웰씨티국어학원,"충북 청주시 서원구 대림로 493 (죽림동, 청주가경3주공아파트)"
서래해법논술,서울 서초구 반포동 96-9
목동현대,"서울 양천구 목동동로12길 60 (신정동, 목동현대아파트)"
돈암현대교실,"서울 성북구 정릉로 402 (돈암동, 돈암현대아파트)"
꿈꾸는독서논술,광주 광산구 장덕동 1677
덕풍이영해법독서논술,경기 하남시 덕풍공원로87번길 40 (덕풍동)
호수부영4차 해법논술,"경기 화성시 동탄순환대로7길 21 (산척동, 더레이크시티부영4단지)"
이민선논술,"경기 성남시 분당구 백현로 265 (수내동, 푸른마을 아파트)"
온천미남교실,부산 동래구 석사북로 63 (온천동)
해법글쓰기교실/태평1차,"인천 남동구 장아산로 181 (서창동, 태평아파트)"
래미안아트리치교실,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)"
해법해링턴,"경기 용인시 기흥구 덕영대로2077번길 33 (영덕동, 기흥효성해링턴플레이스)"
석적남광교실,"경북 칠곡군 석적읍 서중리4길 32 (남율리, 남광하우스스토리)"
푸르지오캐슬 교실,"경북 구미시 박정희로 599 (송정동, 푸르지오캐슬 A단지)"
다정교실,"세종특별자치시 다정북로 180 (다정동, 가온마을8단지)"
헬리오해법교실,서울 송파구 송파동 130
개롱해법교실,"서울 송파구 오금로 405 (오금동, 가락상아아파트)"
탑플러스,대구 달성군 논공읍 남리길 32-5 (남리)
홈런교실,"대구 달서구 한들로 36 (장기동, 영남네오빌파크)"
"청수 해법독서,역사논","충남 천안시 동남구 청수로 98 (청수동, 청솔LG아파트)"
오유정교실,"경기 남양주시 다산중앙로172번길 42 (다산동, 다산진건지구 근생1-1-3)"
우민늘푸른,"서울 구로구 도림로20길 50 (구로동, 우민늘푸른아파트)"
목련교실,"경기 안양시 동안구 평촌대로179번길 40 (호계동, 목련우성아파트 상가동)"
상갈그린프라자,"경기 용인시 기흥구 금화로 101 (상갈동, 그린빌프라자)"
순천왕지교실,"전남 순천시 왕궁길 60 (조례동, 중흥3차아파트)"
보령,"충남 보령시 동현로 46 (동대동, 현대아파트)"
여울독서교실,"전북 전주시 덕진구 가리내로 216 (덕진동2가, 하가휴먼빌아파트)"
사직동 교실,"충북 청주시 흥덕구 봉명로204번길 12 (봉명동, 중앙빌라)"
센트럴 국어 교습소,"충북 청주시 청원구 오창읍 오창공원로 96 (각리, 한신 더 휴 센트럴파크)"
글밭독서논술역사,"경남 김해시 율하1로 90 (율하동, 율상마을모아미래도6단지)"
가경 해법독서논술교실,"충북 청주시 흥덕구 가경로 64 (가경동, 동부아파트)"
석산 홍익인간,"경남 양산시 동면 금오16길 122 (석산리, 남양산역반도유보라아이비파크5)"
뿌리깊은논술,광주 광산구 장덕동 992-8
해법독서 민락2지구,경기 의정부시 낙양동 755
사곡경남아너스빌,"경남 거제시 사등면 두동로 30 (사곡리, 경남 아너스빌)"
사과나무,서울 구로구 오류동 223-5
연가초교실,서울 서대문구 남가좌동 377
도화삼성교실,서울 마포구 도화동 550
다솔교실,"대전 유성구 궁동로 5 (궁동, 다솔아파트)"
에스엠논술,"경기 수원시 영통구 센트럴파크로 100 (이의동, 광교 센트럴타운 오드카운티)"
청당현쌤논술,"충남 천안시 동남구 청수14로 117 (청당동, 청수중흥S클래스아파트)"
송내우성점,"경기 부천시 경인로53번길 30 (송내동, 동궁빌딩)"
생각뿌리,"경기 용인시 수지구 상현로 59 (상현동, 금호베스트빌1단지아파트)"
풍무 법양교실,"경기 김포시 풍무로 36 (풍무동, 당곡마을범양아파트)"
래미안크레시티교실,"서울 동대문구 사가정로 65 (전농동, 래미안 크레시티)"
사천ES학원,경남 사천시 중앙로 195 (벌리동)
낭만국어,전남 순천시 해룡면 연향로 166 (상삼리)
생각숲논술보습학원,전남 광양시 광양읍 와룡2길 6-3 (용강리)
별하 해법국어논술교,"경기 화성시 동탄대로시범길 236 (청계동, 시범계룡리슈빌아파트)"
해법독서논술미리내교,"경기 부천시 조마루로 271 (중동, 미리내마을 롯데아파트)"
전창희교실,서울 중랑구 중화동 158-16
풍납교실,"서울 송파구 올림픽로 525 (풍납동, 현대아파트)"
이쌤국어논술,"충남 천안시 서북구 봉서산로 85 (불당동, 호반리젠시빌아파트)"
해법경희궁자이교실,"서울 종로구 송월길 99 (홍파동, 경희궁자이 2단지)"
사랑,"대전 유성구 노은동로 187 (지족동, 열매마을 아파트 6단지)"
해법리더학원,"경기 김포시 김포한강11로 288-19 (운양동, 운양프라자)"
당하풍림,"인천 서구 청마로 160 (당하동, 당하1차 풍림아이원아파트)"
아름드리,"경기 성남시 분당구 탄천로 95 (이매동, 아름마을삼호두산아파트)"
성동무학교실,서울 성동구 무학봉15길 17-1 (하왕십리동)
이문대림교실,서울 동대문구 이문동 339-4
사동 자이해법독서논,경기 안산시 상록구 해안로 738 (사동)
해법북한산초교실,서울 은평구 진관동 303-18
메이플러닝센터교실,"경기 남양주시 다산중앙로172번길 42 (다산동, 다산진건지구 근생1-1-3)"
능동이지교실,"경기 화성시 동탄원천로 315-33 (능동, 능동마을이지더원아파트)"
북삼해법논술교실,경북 칠곡군 북삼읍 숭오리 30-1
호원박연미해법독서교실,경기 의정부시 호원동 461
덕정독서아이교실,경기 양주시 덕정동 208-2
착한꿈학습센터,경기 안양시 동안구 관평로336번길 20 (관양동)
중산마을교실,경기 고양시 일산동구 탄중로417번길 7-9 (중산동)
거창온누리국어논술,"경남 거창군 거창읍 상동1길 45 (상림리, 웰리스아파트)"
샘지,"서울 금천구 독산로44길 50 (시흥동, 미르.빌)"
지혜의샘,서울 강남구 남부순환로365길 39 (도곡동)
천바라독서교실,경기 의정부시 호원동 458-11
양은정해법독서교실,경기 의정부시 호원동 121
보람 해법,"세종특별자치시 한누리대로 2144 (보람동, 스마트허브Ⅱ)"
중흥교실,"경북 구미시 산동면 신당3로 43 (신당리, 구미확장단지골드클래스)"
이천상위1%논술,경기 이천시 향교로 120 (창전동)
이튼클래스학원,서울 광진구 뚝섬로 541 (자양동)
우장초,"서울 강서구 우장산로 9 (내발산동, 서광빌딩)"
양산물금튼튼리딩클럽,"경남 양산시 물금읍 범어로 57 (범어리, 반도유보라2차아파트)"
김해관동초교실,경남 김해시 관동동 1112-7
장유율하푸르지오,"경남 김해시 율하2로 57 (율하동, 율상마을푸르지오3단지아파트)"
금정교실,부산 금정구 수림로50번길 147-3 (구서동)
파라디아  교실,"충북 제천시 내토로57길 19 (장락동, 장락파라디아)"
김해장유원메이저푸르,"경남 김해시 율하로 479 (장유동, 원메이저푸르지오아파트)"
샐리해법독서논술,"경기 부천시 여월로 60 (여월동, 폴리프라자)"
김해율하자이교실,"경남 김해시 율하6로 17 (장유동, 율하자이힐스테이트)"
도안수목토,"대전 서구 도안동로 177 (도안동, 도안신도시 수목토 APT)"
한밭가든,"대전 중구 보문산로 31 (산성동, 한밭가든아파트)"
태릉현대교실,서울 노원구 노원로1길 110 (공릉동)
하명일,"서울 중랑구 숙선옹주로 85 (묵동, 신내4단지신내아파트)"
해법키움독서논술,"서울 서초구 고무래로 10-6 (반포동, 상영빌딩)"
글싹 키움 논술,"경기 성남시 분당구 판교역로 98 (백현동, 백현마을7단지아파트)"
해법와석학원,"경기 파주시 한빛로 9 (야당동, 한빛마을3단지자유로아이파크아파트)"
메이드,"대구 달서구 월곡로 294 (상인동, 에스앤시티)"
석적부영 바니샘교실,"경북 칠곡군 석적읍 북중리3길 70 (중리, 3공단부영아파트)"
장천교실,경북 구미시 장천면 신장2길 140-8 (신장리)
라임독서논술,"서울 성북구 성북로4길 52 (돈암동, 한진아파트)"
갈현하늘공부방교실,서울 은평구 갈현동 502-27
여주가남예인,경기 여주시 가남읍 태평리 178-13
화성 이경직독서논술,"경기 화성시 향남읍 행정중앙2로 69-19 (행정리, 백현프라자)"
행복한논술교실,"경기 화성시 효행로1156번길 21 (병점동, 신미주아파트)"
내곡푸른,"서울 서초구 신흥말길 79-1 (내곡동, 무지개아파트)"
정릉초교실,"서울 성북구 솔샘로 120 (정릉동, 정릉풍림아이원아파트)"
생각나무논술교실,"충북 청주시 상당구 단재로 316 (방서동, 청주센트럴자이)"
롯데캐슬2단지,"서울 금천구 벚꽃로 30 (독산동, 금천롯데캐슬골드파크2차)"
해법홍은초교실,서울 서대문구 홍제동 286-1
청라6단지 경연초 교실,"인천 서구 비지니스로 166 (청라동, 청라국제 업무단지 센텀 대광로제비앙)"
기업 기린교실,"강원 원주시 지정면 가곡로 50 (가곡리, 원주 롯데캐슬 더퍼스트)"
행당대림교실,"서울 성동구 난계로 56 (행당동, 행당동 대림아파트)"
책나무논술,"전남 목포시 삼학로 363 (용해동, 신안인스빌아파트)"
와이논술교실,"경기 파주시 한울로 100 (동패동, 한울마을 6단지)"
이지윤 입시연구소,"세종특별자치시 보듬4로 9 (도담동, 도램마을11단지)"
예맥학원,서울 중랑구 묵동 243-28
양지독서논술교실,"전북 전주시 완산구 양지2길 10 (평화동2가, 동신아파트)"
지혜 교실,"세종특별자치시 마음안로 221 (고운동, 가락마을21단지)"
연화8단지,"충남 아산시 배방읍 연화로 36 (장재리, 연화마을휴먼시아8단지아파트)"
생각N논리,"서울 서대문구 응암로 79 (북가좌동, 문화빌딩)"
시나브로,경기 안양시 동안구 평촌대로 111 (호계동)
온누리해법독서논술교실,"충북 음성군 금왕읍 대금로 1458-5 (금석리, 음성금왕두진하트리움)"
다산교실,"경기 고양시 덕양구 화신로 311 (화정동, 별빛마을9단지아파트)"
보라매해법논술,"서울 동작구 보라매로5길 28 (신대방동, 동작구시설관리공단)"
금강수목원,"서울 구로구 오리로 1197 (오류동, 금강수목원아파트)"
고촌초교실,"경기 김포시 고촌읍 신곡로29번길 31 (신곡리, 다빈치프라자)"
팀 해법독서논술교실,"충북 청주시 흥덕구 사운로 335 (신봉동, 삼성아파트)"
수완실크밸리논술,광주 광산구 장덕동 992-17
조경희논술,광주 서구 풍암동 423-24
센텀파크교실,"부산 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)"
백재선해법독서교실,경기 의정부시 의정부동 721
동성교실,"서울 중랑구 봉화산로 203 (신내동, 동성아파트)"
동천교실,경기 용인시 수지구 동천동 465
증산초교실,서울 은평구 증산동 255
그린교실,"경기 파주시 송학1길 110 (야당동, 에버빌)"
상인한우리,대구 달서구 상원로3길 31 (상인동)
다사태왕,"대구 달성군 다사읍 달구벌대로 802 (매곡리, 태왕드림하이츠)"
형곡삼우교실,경북 구미시 형곡동 235-1
이도경논술,"전남 목포시 청호로220번길 34-1 (연산동, 중앙센트럴시티아파트)"
푸르넷다니엘학원,"서울 종로구 성균관로 90 (명륜1가, 유성빌딩)"
두드림독서논술,전남 나주시 남평읍 강변1길 21-30 (동사리)
이노벨리 해법독서논술교실,"충북 음성군 맹동면 학예로 55 (동성리, 엘에이치이노밸리)"
한수위수학과학,광주 북구 일곡마을로 25 (일곡동)
신현동 김민소학원,인천 서구 가정로 411 (신현동)
EBS STUDY,"충남 천안시 동남구 용곡2길 43-11 (용곡동, 용곡한라비발디아파트)"
평거10호광장,"경남 진주시 순환로 528 (평거동, 원정스카이팰리스)"
위례 교실,"경기 성남시 수정구 위례광장로 320 (창곡동, 아이에스센트럴타워)"
신원교실,"경기 고양시 덕양구 신원3로 40 (신원동, 신원마을23단지)"
생각톡만덕동문,"부산 북구 덕천로276번길 60 (만덕동, 백양산동문굿모닝힐)"
종로엠스쿨교실,"경기 화성시 동탄중심상가1길 36 (반송동, 원영빌딩)"
